EEG 1, EEG 2, EEG 3, EEG 4, EEG 5, EEG 6, EEG 7, EEG 8, ACC X, ACC Y, ACC Z, GYR X, GYR Y, GYR Z, BAT, CNT, VALID, DT, TRIG
125552.800,119517.800,149182.500,419045.600,148730.600,144750.600,130511.000,141129.700,-0.141,0.935,-0.282,-4.608,-2.808,2.930,66.667,140.000,1.000,2.445,0.000
125583.400,119548.200,149216.900,419101.100,148779.600,144785.200,130540.500,141192.000,-0.141,0.940,-0.281,-4.150,-2.594,2.808,66.667,141.000,1.000,3.729,0.000
125561.000,119524.400,149199.300,419299.000,148988.600,144902.300,130668.400,141398.700,-0.140,0.944,-0.284,-3.967,-2.441,2.899,66.667,142.000,1.000,8.825,0.000
125544.800,119510.100,149185.300,419399.900,149122.900,144987.400,130762.000,141513.600,-0.135,0.951,-0.283,-3.571,-2.197,3.021,66.667,143.000,1.000,3.129,0.000
125572.200,119542.900,149211.800,419246.400,148996.600,144923.700,130697.500,141377.500,-0.128,0.959,-0.285,-3.448,-1.953,2.960,66.667,144.000,1.000,0.030,0.000
125559.400,119533.100,149195.900,418997.800,148750.200,144759.500,130524.700,141140.600,-0.126,0.969,-0.282,-3.296,-1.801,2.899,66.667,145.000,1.000,1.748,0.000
125529.500,119506.300,149165.400,418995.400,148736.700,144724.700,130495.200,141151.100,-0.117,0.979,-0.281,-3.876,-1.495,2.747,66.667,146.000,1.000,13.825,0.000
125504.900,119479.800,149140.800,419182.000,148933.000,144832.300,130622.200,141356.400,-0.115,0.981,-0.274,-4.181,-1.129,2.991,66.667,147.000,1.000,3.095,0.000
125549.300,119523.400,149184.200,419339.800,149122.100,144982.500,130780.900,141525.100,-0.109,0.981,-0.273,-4.852,-0.641,3.113,66.667,148.000,1.000,0.010,0.000
125558.500,119535.000,149191.900,419168.100,148978.900,144904.500,130697.700,141372.600,-0.109,0.977,-0.276,-5.280,-0.031,3.204,66.667,149.000,1.000,1.793,0.000
125551.900,119530.600,149183.600,418919.600,148738.700,144744.300,130533.100,141139.200,-0.110,0.973,-0.279,-5.676,0.275,3.143,66.667,150.000,1.000,2.582,0.000
125538.600,119524.200,149172.400,418934.000,148742.400,144735.400,130521.000,141169.600,-0.115,0.966,-0.281,-6.012,0.671,2.838,66.667,151.000,1.000,8.746,0.000
